,subject,passive,target,tone,frequency,dB,sub_num,passive_order,group
274,14,True,,280,279.7202797202797,2.482922230256317,14,2,expert
275,14,False,130.0,280,279.7202797202797,-3.7591317850403225,14,2,expert
276,14,False,200.0,280,279.7202797202797,-0.2985713639494048,14,2,expert
277,9,False,280.0,280,279.7202797202797,0.0222185404852232,9,1,expert
278,13,False,130.0,280,279.7202797202797,1.5026019299154612,13,1,expert
279,9,True,,280,279.7202797202797,-1.4770475586131229,9,1,expert
280,26,False,200.0,280,279.7202797202797,1.6410807890213588,26,2,improver
281,26,False,130.0,280,279.7202797202797,3.010958861645684,26,2,improver
282,25,False,200.0,280,279.7202797202797,2.025602881296712,25,1,improver
283,25,False,130.0,280,279.7202797202797,3.851888638604372,25,1,improver
284,25,True,,280,279.7202797202797,5.7877551502957445,25,1,improver
285,25,False,280.0,280,279.7202797202797,2.286161784897277,25,1,improver
286,29,False,200.0,280,279.7202797202797,-1.964958070378812,29,1,improver
287,29,False,280.0,280,279.7202797202797,0.2203393412299308,29,1,improver
288,29,False,130.0,280,279.7202797202797,1.7398625823049487,29,1,improver
289,26,False,280.0,280,279.7202797202797,2.8139413095052945,26,2,improver
290,29,True,,280,279.7202797202797,5.901904220032817,29,1,improver
291,26,True,,280,279.7202797202797,8.110986316630779,26,2,improver
292,4,False,200.0,280,279.7202797202797,-3.2984246388030973,4,1,improver
293,4,False,130.0,280,279.7202797202797,0.2812059954017221,4,1,improver
294,4,False,280.0,280,279.7202797202797,2.305561607613514,4,1,improver
295,22,False,200.0,280,279.7202797202797,0.8289843607308607,22,2,improver
296,22,False,130.0,280,279.7202797202797,6.560473708300956,22,2,improver
297,19,False,200.0,280,279.7202797202797,2.225595015405735,19,1,improver
298,19,False,130.0,280,279.7202797202797,8.45861386897963,19,1,improver
299,4,True,,280,279.7202797202797,2.2780959627115567,4,1,improver
300,19,False,280.0,280,279.7202797202797,5.586961851721018,19,1,improver
301,19,True,,280,279.7202797202797,10.505306888951663,19,1,improver
302,24,False,130.0,280,279.7202797202797,3.823788597324049,24,2,improver
303,23,True,,280,279.7202797202797,4.302663836366476,23,1,improver
304,24,True,,280,279.7202797202797,8.919054312230383,24,2,improver
305,24,False,200.0,280,279.7202797202797,-0.1757112543481873,24,2,improver
306,24,False,280.0,280,279.7202797202797,-0.5346005827675494,24,2,improver
307,22,True,,280,279.7202797202797,5.75135802453373,22,2,improver
308,22,False,280.0,280,279.7202797202797,2.6873733704463563,22,2,improver
309,23,False,280.0,280,279.7202797202797,3.210334393921392,23,1,improver
310,23,False,130.0,280,279.7202797202797,1.5871443244468004,23,1,improver
311,23,False,200.0,280,279.7202797202797,-3.322262087486044,23,1,improver
